,lon,lat,h
113,112.71053483360554,16.67157674303921,13.002202912220568
114,112.71053087667046,16.67161512014075,12.956200246860568
115,112.71052631456844,16.671659900061208,13.068013596300567
116,112.71052530118634,16.671666350383447,12.027507129100567
117,112.71051145440578,16.67180711996757,13.871085628700566
118,112.71051060904364,16.671813553262815,13.32580349638057
119,112.71050221220752,16.671896839328575,13.834085252140568
120,112.7105013890288,16.671903273716573,13.356588042380569
121,112.71050067144913,16.67190969259123,13.187780583500569
122,112.710500630391,16.671909698542876,13.067785369260568
123,112.71049735226411,16.671941754639086,13.133082542500567
124,112.71049081629128,16.672005881750138,13.339057446100568
125,112.71048947098508,16.672018716120004,13.271728604700568
126,112.71048157101448,16.672089396198007,11.455127883740568
127,112.71048163859464,16.672089386654974,11.652708358140568
128,112.7104809147349,16.67209581421075,11.472369467020567
129,112.71048016904544,16.672102245182707,11.228480532860567
130,112.710478108671,16.672121514346127,11.014849581660567
131,112.71047667549723,16.67213437015236,10.699499479580567
132,112.71047668550564,16.67213436870164,10.728749086860567
133,112.7104692355893,16.672204908443607,10.203557646620569
134,112.71046943045562,16.672204880450607,10.773140737820567
135,112.71046584485946,16.672237077364272,10.021024867140568
136,112.71045440706764,16.672346468787975,9.712952298860568
137,112.71044392854574,16.672449413775702,10.324947581660568
138,112.71042901623156,16.672591057512733,9.789534404220568
139,112.71041749696566,16.672700497000534,9.456138703340567
140,112.71041302360956,16.672745515191277,10.124114722772568
141,112.71041028891295,16.672771262613296,9.987980053020568
142,112.7104106254329,16.672771214096766,10.971562519740568
143,112.7104088039798,16.672790490332744,11.542341192460567
144,112.7104081366864,16.6727969239282,11.557098382700568
145,112.71040563167804,16.67282263415645,12.097956937980568
146,112.71040488673908,16.672829078452526,11.886694028780568
147,112.7104047757648,16.672829094534936,11.562361029740568
148,112.71040284062198,16.67284838250536,11.80521622966057
149,112.71040154512092,16.672861239483364,11.951626113340566
150,112.71040152903508,16.672861241814502,11.904614326460567
151,112.7104015188732,16.672861243287148,11.874914977660566
152,112.71039473405511,16.672925570273453,11.720743882940567
153,112.71038887982944,16.672983409824536,12.330993900140566
154,112.71038817924706,16.672989842604796,12.253026024060567
155,112.71038484458332,16.673021978004254,12.356668696300567
156,112.71038398525585,16.6730284320758,11.815433491820567
157,112.71038127232384,16.67305414199834,11.769119065340568
158,112.71037939682203,16.673073398260502,12.200757556860568
159,112.71037933604096,16.673073407068323,12.023119352380569
160,112.71037876095016,16.673079817847743,12.313524089820568
161,112.71037535298574,16.67311194359677,12.210495989740568
162,112.7103745974336,16.673118378857925,11.974126614460568
163,112.7103451568414,16.67339436838679,10.800868085660568
164,112.71032593756142,16.673580067004668,11.928144086780566
165,112.71032456413714,16.67359284201214,11.858275287260568
166,112.7103192968691,16.673643898605757,12.242076347020568
167,112.71031406185632,16.673688649077164,10.749282062060567
168,112.7103118633475,16.673714100476584,12.214354965900569
169,112.71029897258585,16.6738290215404,10.051661363900568
170,112.7102974387764,16.67384180197605,9.515406878940567
171,112.71029689859066,16.673848159368973,9.910016875732568
172,112.71029690694463,16.6738481581584,9.934432917724568
173,112.71029605855016,16.673854559557256,9.428138154308568
174,112.7102947938287,16.673867299579545,9.678492253340568
175,112.71029196517009,16.673892821344246,9.305044049452567
176,112.71028420077768,16.67396927031124,10.296128324060568
177,112.710282739729,16.673982034872868,9.973724514764568
178,112.71028270791606,16.673982039483015,9.880746161180568
179,112.71028194949352,16.673988426030416,9.638160657004567
180,112.71021103048926,16.674657988666123,9.769809919580567
181,112.71020146991856,16.674747408635398,9.496406604940567
182,112.71017461394148,16.675009707283678,12.181050226540567
183,112.7101591872758,16.67515714993248,12.656182377660567
184,112.71015641691186,16.675182809073338,12.47847331838057
185,112.71015577927724,16.67518921590998,12.594383939860567
186,112.71015508013572,16.67519563144895,12.530343507020568
187,112.7101543842373,16.67520204677249,12.47574503566057
188,112.71013905044023,16.675349495940942,13.149051349820569
189,112.7101216695562,16.675509829203875,11.710341652460567
190,112.7101150282611,16.67557389505322,12.016597727420567
191,112.71008065886578,16.6758940677212,9.894676513196567
192,112.71008097170652,16.675894022633795,10.809114838540568
193,112.71007743230555,16.675926017866143,10.274400513180566
194,112.7100760230855,16.675938811074992,10.077952447652567
195,112.71006640450234,16.676028307384957,9.409061804628568
196,112.7100525958588,16.676162299818245,10.118252942460568
197,112.71004447312812,16.676238727402577,9.702057515644567
198,112.7100413068605,16.676270529524277,10.165067827580568
199,112.71001330258892,16.676543905640795,11.928257454460567
200,112.71000548579728,16.676620141098173,12.455252335820568
201,112.71000415529892,16.676632849663804,12.464837871500567
202,112.71000215061105,16.67665191324604,12.454689972460567
203,112.71000098010626,16.676664597749486,12.934032390380569
204,112.7099733338925,16.676918871252095,10.357851059100568
205,112.70997060410365,16.676944294312374,10.228245696460567
206,112.70996937838486,16.676956985991477,10.572209950140568
207,112.70996073526707,16.67703958622594,10.865245265260567
208,112.70995989957062,16.677045965154626,10.390791828540568
209,112.7099592238661,16.677052321472942,10.384465613660566
210,112.70995577041236,16.677084115526384,10.139172262780567
211,112.7099553087276,16.677090441724033,10.760606896620567
212,112.70995431631876,16.677096843998193,9.830896005596568
213,112.70994292914332,16.677204920436267,10.113409084580567
214,112.7099099479262,16.67751055749756,9.355190005180567
215,112.70990662656732,16.677542424363814,9.716127339740567
216,112.7099004773658,16.677599823705513,9.878559358300567
217,112.70989157415087,16.677682765225118,10.070364047740568
218,112.7098854714226,16.677746484976907,12.407708019180568
219,112.70988454249635,16.677752904113166,11.710172346780567
220,112.70987758135198,16.677816770622325,11.540023121740568
221,112.7098766299146,16.677823194994126,10.776467184220568
222,112.70986935002512,16.677893417678256,11.686444938860568
223,112.7098685965156,16.677899816011237,11.500634565500569
224,112.7098665968076,16.677918974832856,11.705073038700567
225,112.70986592394158,16.67792536248868,11.754612477340567
226,112.70986524870352,16.677931750518336,11.797029143980568
227,112.7098618305052,16.677963700702033,11.884769015740568
228,112.70985982114225,16.677982866458887,12.056938721340568
229,112.70985910222774,16.677989262701082,11.970467523420567
230,112.7098582864225,16.67799567365012,11.600777010620567
231,112.709843347155,16.678136309917623,12.206354340220567
232,112.70981733638422,16.678373139745556,10.344455026860567
233,112.70980486627975,16.678488393116126,9.810933001324567
234,112.70979841529814,16.678552367523768,10.857051467020568
235,112.70978183768445,16.678706105166142,9.951866256468568
236,112.70978021074606,16.67871895536307,9.105192939756567
237,112.70976977247484,16.678815083197104,7.880688937900567
238,112.70976871524472,16.678827852823044,8.692089392660566
239,112.70973928895934,16.679109690097437,8.458604031492568
240,112.7097326353358,16.679173737731794,8.524944038220568
241,112.70973043657872,16.679199289237108,9.909630679780568
242,112.70972203742684,16.679276198752742,8.817485980180567
243,112.70971136311124,16.679378661899293,8.966929120556568
244,112.7097032104934,16.67946182762067,10.683438561020568
245,112.70969157362316,16.67957070969386,10.196045546140567
246,112.709668324755,16.679794716902503,11.769323425500566
