latitude,longitude,photon height,confidence code
21.28036502165432,-158.05423252661555,70.15117,0
21.28036593142639,-158.05423646165644,16.126564,4
21.280365930606767,-158.05423645806383,16.175903,4
21.280372346921403,-158.05423711792963,16.038317,4
21.28037876192237,-158.05423777191953,15.979977,4
21.280378763036936,-158.05423777680494,15.912884,4
21.28037876273108,-158.05423777546426,15.931296,4
21.280385177119946,-158.05423842666005,15.909895,4
21.280385174082816,-158.0542384133477,16.092718,4
21.280385174843506,-158.054238416682,16.046926,4
21.280391611196237,-158.05423916404496,14.703412,4
21.280398033177597,-158.05423984831714,14.224949,4
21.280398003863205,-158.054239719827,15.989552,4
21.28041288122596,-158.05422279520553,275.09766,0
21.280417247373244,-158.05424167788246,15.846026,4
21.280423660995567,-158.0542423210977,15.927338,4
21.280430070969704,-158.0542429523504,16.170303,4
21.280430075655207,-158.05424297288752,15.88826,4
21.280430073402517,-158.05424296301373,16.02386,4
21.280436485671995,-158.05424360426937,16.128166,4
21.280436485541685,-158.05424360369818,16.136011,4
21.280449310716786,-158.05424489294415,16.247026,4
21.280462139011316,-158.0542461916213,16.224937,4
21.280468557175066,-158.05424685852554,15.970861,4
21.280474968152,-158.0542474939133,16.148449,4
21.280474969481766,-158.05424749974165,16.068405,4
21.28048138699142,-158.05424816375285,15.851744,4
21.280481387796023,-158.0542481672795,15.80331,4
21.28048138311528,-158.05424814676365,16.085064,4
21.280481391059283,-158.05424818158235,15.606882,4
21.280487795398482,-158.05424878786488,16.181908,4
21.280487795442433,-158.05424878805755,16.179262,4
21.2804878000083,-158.05424880806967,15.904426,4
21.280488290197162,-158.05425092581916,-13.16966,0
21.280494210519105,-158.05424944140705,16.106787,4
21.280494208498425,-158.0542494325504,16.228418,4
21.280500620860987,-158.05425007401558,16.318068,4
21.28050703635203,-158.05425072921153,16.218077,4
21.28050703775817,-158.05425073537458,16.133436,4
21.280526274056992,-158.05425265655248,16.437168,4
21.280532691767544,-158.05425332162253,16.197506,4
21.280539105989963,-158.0542539755511,16.108568,4
21.28055193046076,-158.054255265892,16.168606,4
21.280558345185653,-158.0542559181377,16.101343,4
21.280558361682672,-158.05425599044165,15.108347,4
21.280564757956387,-158.05425656190206,16.149681,4
21.28057116825606,-158.05425719492723,16.344652,4
21.28057758229513,-158.05425784443986,16.312355,4
21.28057758079495,-158.05425783786487,16.402655,4
21.28059040975133,-158.05425914106334,16.278336,4
21.28059040891739,-158.05425913740842,16.328531,4
21.280590833455395,-158.0542609717152,-8.85467,0
21.28060323439958,-158.0542604258618,16.403645,4
21.28060323549548,-158.05426043066487,16.33768,4
21.2806032345502,-158.05426042652195,16.394579,4
21.280609653868076,-158.05426109977216,16.03244,4
21.28060964677287,-158.05426106867566,16.45951,4
21.28060964914572,-158.05426107907527,16.316685,4
21.280616063706347,-158.05426173161828,16.238234,4
21.28061606380562,-158.05426173205336,16.232258,4
21.28062247542471,-158.05426237185455,16.328121,4
21.280622479569757,-158.05426239002114,16.078627,4
21.280622475329263,-158.0542623714362,16.333866,4
21.280635302268784,-158.05426367183262,16.236752,4
21.280635307837212,-158.0542636962373,15.901583,4
21.280641712141666,-158.05426430447594,16.429026,4
21.280641713012063,-158.0542643082906,16.376637,4
21.280642203668993,-158.0542664279409,-12.724127,0
21.280648132615063,-158.0542649796663,16.037706,4
21.28064813477427,-158.0542649891294,15.9077425,4
21.280648130053024,-158.05426496843774,16.191917,4
21.280648128458196,-158.05426496144813,16.28791,4
21.280654539666994,-158.05426560031418,16.393578,4
21.2806676581059,-158.0542681584245,-0.975462,3
21.28067377813361,-158.05426754341812,16.34209,4
21.280673777989914,-158.05426754278835,16.35074,4
21.280680193928326,-158.05426820320847,16.158375,4
21.280680192985454,-158.0542681990762,16.215126,4
21.28068660725854,-158.05426885242312,16.11946,4
21.280686603268116,-158.05426883493473,16.359642,4
21.280686614920167,-158.05426888600098,15.658306,4
21.280686604217866,-158.05426883909715,16.302477,4
21.28069302332404,-158.0542695138585,15.912289,4
21.28069301704091,-158.05426948632214,16.290468,4
21.28069943227979,-158.0542701443754,16.12935,4
21.28069942932222,-158.0542701314136,16.307365,4
