latitude,longitude,photon height,confidence code
21.257562593352922,-158.09125013418063,-133.82803,0
21.25765391162741,-158.09128005136657,-255.66846,0
21.25770768690756,-158.09129766889296,-327.41507,0
21.257300409522816,-158.09116329942321,224.3914,0
21.257457185506976,-158.09121466153425,15.194146,4
21.257489597659067,-158.09122528023454,-28.053904,0
21.257084213975812,-158.0910915303383,521.2776,0
21.257133157339947,-158.0911075649607,455.96112,0
21.257403968923416,-158.0911962870602,94.58034,0
21.257462948182205,-158.09121560961003,15.881825,3
21.257507855258243,-158.09123032189981,-44.03829,0
21.257770034922483,-158.09131621645713,-393.84592,0
21.257312058614346,-158.09116523536233,225.60165,0
21.257378357952494,-158.09118695620586,137.13182,0
21.257470010577215,-158.09121698321937,14.834893,2
21.257538054307325,-158.0912392755447,-75.95627,0
21.257667485996826,-158.09128167975334,-248.6509,0
21.257684580648945,-158.09128728030882,-271.45895,0
21.257705059163406,-158.0912939894274,-298.78125,0
21.257191532169454,-158.09112480802642,394.81567,0
21.257199937761055,-158.09112756179783,383.59885,0
21.257260738690377,-158.09114748134996,302.46176,0
21.257476130358647,-158.09121804768273,15.045869,4
21.257568598335475,-158.0912483419842,-108.334274,0
21.257560752481847,-158.0912457715629,-97.86593,0
21.25775605229032,-158.0913097556349,-358.43958,0
21.25711023114796,-158.09109723118593,511.6895,0
21.25716331188566,-158.0911146214447,440.85217,0
21.257482093817778,-158.0912190608299,15.463697,4
21.257655104858888,-158.09127574285714,-215.38124,0
21.257721365376263,-158.09129745119597,-303.78665,0
21.257781133521284,-158.09131703257887,-383.52817,0
21.25711480533097,-158.09109778831424,513.9616,0
21.257240287780018,-158.09113889896403,346.505,0
21.257223931546,-158.0911325987627,376.7073,0
21.25740215925353,-158.0911909902232,138.87473,0
21.257494836634873,-158.09122135351063,15.210111,4
21.25770253834756,-158.09128940157714,-261.92026,0
21.257137365757053,-158.09110329593415,500.60507,0
21.25713729491653,-158.0911032727202,500.69965,0
21.257172992480008,-158.09111496807665,453.06046,0
21.2572063246983,-158.09112588850388,408.57846,0
21.257226878807433,-158.09113262250148,381.14932,0
21.257369652173548,-158.09117939852965,190.6262,0
21.25750097275007,-158.09122242237265,15.396565,4
21.257501308077426,-158.09122253225763,14.94899,4
21.25722682614269,-158.09113166314336,389.59402,0
21.257300246421114,-158.09115571750277,291.61707,0
21.25735089106555,-158.09117230997717,224.03528,0
21.257442434374124,-158.09120230193494,101.880646,0
21.25747856484836,-158.09121413924657,53.6696,0
21.257448803537223,-158.09120344658848,101.754684,0
21.257475313627403,-158.0912121320159,66.38076,0
21.25751346975081,-158.09122463306701,15.467205,4
21.257561267749463,-158.09124029298908,-48.31026,0
21.257572786031737,-158.09124406669108,-63.679047,0
21.257650395026953,-158.09126949359515,-167.23087,0
21.257182364522727,-158.09111521119004,465.6759,0
21.2573190640273,-158.0911599978104,283.2528,0
21.257419322079375,-158.09119284524297,149.46678,0
21.257519544186597,-158.09122568093505,15.734375,3
21.257734601133897,-158.09129613997825,-271.2098,0
21.257739521401064,-158.09129775200032,-277.77444,0
21.257257757922154,-158.09113896929824,373.43607,0
21.257429946958162,-158.0911953836292,143.66093,0
21.25752614823645,-158.0912269020715,15.294134,4
21.257212543235678,-158.09112321265607,442.14487,0
21.25719839824164,-158.09111857832073,461.02158,0
21.25722478377073,-158.09112722301592,425.80988,0
21.257269791614384,-158.09114196898307,365.74725,0
21.257287809964065,-158.091147872392,341.702,0
21.25740933199208,-158.0911876868176,179.53876,0
21.257517813305586,-158.0912232287634,34.784416,0
21.257600226680037,-158.09125023003543,-75.181114,0
21.257602046707525,-158.09125082634608,-77.609634,0
21.257662836341087,-158.09127074300363,-158.71973,0
