latitude,longitude,photon height,confidence code
21.484040300380112,-157.77627384105384,513.9268,0
21.48362896585732,-157.77626630101224,-145.55017,0
21.483619386480125,-157.7763787124689,1246.2836,0
21.483143027106884,-157.776426001752,1195.5476,0
21.4830608619211,-157.7763524178576,166.14203,0
21.482805679539435,-157.77644938701027,1046.9766,0
21.482295388697267,-157.77645276414438,428.90784,0
21.482126783349717,-157.77653036565846,1183.1523,0
21.48192850183376,-157.776531740943,942.686,0
21.481774794213923,-157.7765450097608,907.17456,0
21.48176780331899,-157.7765609893155,1098.0635,0
21.481708742896515,-157.77657931090792,1249.7648,0
21.481101932446325,-157.7766228577264,990.56494,0
21.48107007796227,-157.77664349498883,1206.3114,0
21.48103544941926,-157.7765720007306,265.55722,0
21.480723709713743,-157.77667825415338,1177.3236,0
21.48063087913235,-157.7766122569352,227.56575,0
21.48054491999543,-157.77666670174142,793.62744,0
21.480220634889914,-157.77672921032783,1139.2877,0
21.47986428414155,-157.77677695643507,1252.5142,0
21.479815311785195,-157.77677140096515,1116.195,0
21.479663156334922,-157.77668984213622,-111.34396,0
21.47905467692143,-157.776746268393,-246.10078,0
21.47850917781112,-157.7769249802698,1236.8907,0
21.47829149824323,-157.77694587623603,1203.5138,0
21.47802231195035,-157.77695770525523,991.428,0
21.47760902896793,-157.77699921056694,969.37286,0
21.47748467920346,-157.77697301609442,480.77136,0
21.47744988810678,-157.7769355572919,-33.373455,0
21.477403582390007,-157.77704003929503,1217.1547,0
21.477278847386454,-157.777046689832,1141.7482,0
21.477203003082177,-157.7770581962014,1189.9803,0
21.476846181370174,-157.77703383441047,435.3897,0
21.47652071049793,-157.7771164192788,1070.773,0
21.475560559454,-157.77721706930694,1072.1842,0
21.475460303358005,-157.77723303657913,1127.7478,0
21.4754274105527,-157.77720004524053,668.89813,0
21.475269841483204,-157.7772404883939,945.5216,0
21.475251600372996,-157.77722799472662,763.2877,0
21.474966395617653,-157.77728532874377,1065.3544,0
21.474736054084545,-157.77724496075547,231.8692,0
21.47455693355664,-157.7772676361061,262.95667,0
21.474363315071887,-157.7773392820532,890.0354,0
21.474332510409564,-157.77736376716024,1156.2975,0
21.47427330115276,-157.77736729146255,1123.2227,0
21.4742568504728,-157.77735966432218,1006.2788,0
21.47411330039133,-157.77738840225797,1182.1648,0
21.473330629832088,-157.7774610607245,1125.693,0
21.473131923829122,-157.77737889448093,-149.88737,0
21.47314068051414,-157.7774352206515,567.9445,0
21.473126516998267,-157.77748395113497,1162.2766,0
21.47300738840373,-157.777383625593,-243.54529,0
21.472864646349386,-157.77745811765234,509.35654,0
21.47284917307478,-157.77748607241034,840.0883,0
21.47275125684269,-157.77742150751035,-94.3758,0
21.472263393552367,-157.77748994631952,130.4732,0
21.47202256612869,-157.77751636413817,144.57497,0
21.47200149487196,-157.77756399612798,713.0252,0
21.47197422437406,-157.77751124163936,16.665236,4
21.471777079058587,-157.77753214941828,16.6856,4
21.471764285871032,-157.77753349706603,16.78539,4
21.471755865212103,-157.77759709510164,802.0584,0
21.47171306480175,-157.77753882827605,16.3437,4
21.471674642967557,-157.77754287584617,16.582533,4
21.47167464598272,-157.77754288361166,16.683708,4
21.47166823189387,-157.77754353366436,16.399286,4
21.471668229996276,-157.7775435287772,16.335611,4
21.471668238522756,-157.77754355073685,16.621721,4
21.47168524538496,-157.77760404709153,796.39685,0
21.47166181650183,-157.77754418430354,16.11954,4
21.471661826886468,-157.7775442110488,16.468002,4
21.47166182841899,-157.77754421499577,16.519426,4
21.471655422501527,-157.77754489397034,16.605894,4
21.471655428868896,-157.77754491036933,16.819553,4
21.471649015566115,-157.7775455691293,16.642286,4
21.47164901673396,-157.77754557213706,16.681475,4
21.471665980583058,-157.7776059616522,795.05914,0
21.47166448647853,-157.77760214382553,745.29047,0
21.471636186751606,-157.77754688501727,16.26148,4
21.47162978869349,-157.7775475845165,16.611292,4
21.471623321141713,-157.77754811166886,14.711279,4
21.471623373361926,-157.77754824341457,16.42913,4
21.471623376545615,-157.777548251614,16.53596,4
21.471616962842273,-157.77754891602143,16.423899,4
21.471610554481543,-157.7775495954942,16.50644,4
21.4716041400774,-157.77755026069795,16.401382,4
21.471597726899446,-157.77755093034486,16.352524,4
21.471614655324984,-157.7776112385953,793.6574,0
21.47159132007149,-157.77755161762033,16.531656,4
21.471584358112644,-157.77755088743731,-1.7641962,0
21.471584897555584,-157.77755226575667,16.19915,4
21.471578495947668,-157.77755296899343,16.582846,4
21.471572080053765,-157.7775536366803,16.501663,4
21.47157207596102,-157.7775536261397,16.364332,4
21.471565666874408,-157.77755431259004,16.525913,4
21.471559254749646,-157.77755499243662,16.599749,4
21.471559253711682,-157.77755498976344,16.564919,4
21.471552777426798,-157.77755550832575,14.534339,4
21.471552838033457,-157.77755566166815,16.533571,4
21.471533443100405,-157.77755729886528,11.5000725,4
21.47154401844212,-157.77761845730188,791.0702,0
21.471520742052608,-157.77755898613373,15.898179,4
21.47151434103082,-157.7775597028062,16.439802,4
21.471514341574977,-157.7775597042076,16.458061,4
21.47150149925136,-157.77756103719432,16.228569,4
21.471495081584354,-157.77756171435402,16.250202,4
21.47148224120186,-157.77756305894408,16.161505,4
21.47148224318937,-157.77756306406266,16.228193,4
21.47148224074709,-157.7775630577729,16.146246,4
21.471475826466925,-157.77756374690344,16.318642,4
21.471469358082278,-157.77756430049902,14.722079,4
21.47146940649737,-157.77756442244046,16.312193,4
21.471469406468888,-157.77756442236708,16.311237,4
21.47145014612288,-157.7775664540825,16.347954,4
21.47145963770764,-157.77762486999657,760.12317,0
21.47143087529652,-157.777568467895,16.135717,4
21.47141803606026,-157.77756983587363,16.316904,4
21.471422066561445,-157.77761430405667,578.26117,0
21.47139875982005,-157.77757184757297,16.052208,4
21.47139876213163,-157.77757185352596,16.12977,4
21.471409481969452,-157.77761632961827,587.0003,0
21.471392342514175,-157.77757254170865,16.267113,4
21.471392334828582,-157.77757252191597,16.009235,4
21.47139234787646,-157.7775725555181,16.447037,4
21.471385895909116,-157.77757316128623,15.508852,4
21.47138591326535,-157.77757320598357,16.09121,4
21.471401962695683,-157.77763130444802,764.53125,0
21.471397023506487,-157.77763577748894,814.00287,0
21.471389719461456,-157.7776171156821,570.7351,0
21.471373065124858,-157.77757456640876,16.148119,4
21.47137306914246,-157.77757457675517,16.282923,4
21.471366642824954,-157.7775752486228,16.20199,4
21.47136664366432,-157.7775752507844,16.230152,4
21.471360213320875,-157.7775759158617,16.057589,4
21.471353795095467,-157.7775766128099,16.298597,4
21.47135380190532,-157.77757663034706,16.527088,4
21.471347364750706,-157.77757727936532,16.141861,4
21.471347369125553,-157.77757729063168,16.288649,4
21.471347372480984,-157.77757729927276,16.401234,4
21.471356099521827,-157.77761669055673,520.97723,0
21.471340943469233,-157.77757797006547,16.297945,4
21.47134093186104,-157.7775779401715,15.908459,4
21.471340936030547,-157.777577950909,16.048357,4
21.471351441173276,-157.7776218862651,579.8545,0
21.471334520632055,-157.77757865755058,16.41038,4
21.47133451010124,-157.77757863043115,16.057043,4
21.471344940104313,-157.77762237570133,577.3831,0
21.471328091617718,-157.77757932990593,16.323933,4
21.47132808763066,-157.77757931963833,16.190157,4
21.47132808845122,-157.7775793217515,16.217688,4
21.471328090993392,-157.77757932829815,16.302984,4
21.471328691871577,-157.7775979571523,250.2504,0
21.471321661766464,-157.7775799957361,16.153343,4
21.471321661287373,-157.77757999450228,16.137268,4
21.471315237425387,-157.77758068164204,16.239925,4
21.47130237685104,-157.77758202246181,16.005333,4
21.471295961450032,-157.77758273356383,16.414913,4
21.471306566204593,-157.77762692710266,583.5752,0
21.47128952559787,-157.77758339269755,16.145643,4
21.471283087883332,-157.77758405028754,15.853178,4
21.471276673393916,-157.77758476578933,16.314806,4
21.471263814653508,-157.7775861195405,16.227589,4
21.471261097046966,-157.77757917613837,-74.26346,0
21.471257384321966,-157.77758679617614,16.177557,4
21.471267752535688,-157.77763038928617,575.5008,0
21.47126824947511,-157.77763165800826,592.0393,0
21.47125096447209,-157.77758750041994,16.485477,4
21.471250954416323,-157.77758747452478,16.148088,4
21.47124452905275,-157.77758816517252,16.277111,4
21.47125529477142,-157.77763277464283,588.8456,0
21.47123809759314,-157.77758884071093,16.207518,4
21.471238095948568,-157.77758883647593,16.15234,4
21.47123166985271,-157.77758952640207,16.268452,4
21.471225238923225,-157.7775902044425,16.227953,4
21.471225234181762,-157.77759019223265,16.06887,4
21.47121880760864,-157.77759088203905,16.17992,4
21.471218796807197,-157.77759085422403,15.817519,4
21.471212378291963,-157.77759156531454,16.204128,4
21.47120594730861,-157.77759224481855,16.17745,4
21.47120594838636,-157.77759224759384,16.21361,4
21.471205941565845,-157.7775922300303,15.984774,4
21.471205947897996,-157.77759224633627,16.197224,4
21.471205951238968,-157.77759225493966,16.309317,4
21.471205949458785,-157.77759225035547,16.24959,4
21.471199275403478,-157.7775923099209,8.141302,4
21.471199518416444,-157.77759293021407,16.225784,4
21.471213180122383,-157.77764493964733,685.24536,0
21.471193083262204,-157.77759359997717,16.0687,4
21.471186654680288,-157.77759428714361,16.13662,4
21.471186652896556,-157.77759428255035,16.076775,4
21.47118022731153,-157.777594975513,16.21971,4
21.471180224679486,-157.77759496873531,16.131401,4
21.4711802286411,-157.77759497893678,16.264317,4
21.47118022649332,-157.77759497340608,16.192257,4
21.471180230767985,-157.77759498441367,16.335674,4
21.471173798748275,-157.77759566364426,16.296719,4
21.47117379583714,-157.77759565614787,16.199047,4
21.471167361632148,-157.77759633018897,16.090738,4
21.471167366801534,-157.77759634350045,16.264174,4
21.47116093806273,-157.77759703204129,16.343046,4
21.471160931680632,-157.77759701560703,16.128925,4
21.471154504608958,-157.7775977114204,16.299494,4
21.471148067059524,-157.77759837808006,16.089811,4
21.471165722798716,-157.77766059240747,818.12756,0
21.47114164443992,-157.7775990809977,16.35213,4
21.47114163982247,-157.77759906910757,16.197216,4
